_CASE_KEY	Variant	Pizza Type	Pizza Size	Weekday	Daytime	Customer_Location	Customer_Type	Revenue
1939	3	Calzone	Large	Sunday	13	Munich District One	Teenager	6
1940	3	Calzone	Medium	Friday	20	Munich District Four	Student	39
1941	9	Salami	Large	Friday	17	Munich District One	Senior	53
1942	6	Calzone	Medium	Wednesday	12	Munich District One	Student	11
1943	4	Salami	Small	Sunday	14	Munich District Four	Student	6
1944	1	Magherita	Small	Thursday	13	Munich District One	Adult	11
1945	1	Funghi	Medium	Sunday	12	Munich District One	Teenager	11
1946	8	Salami	Small	Sunday	18	Munich District Two	Student	30
1947	6	Salami	Medium	Wednesday	18	Munich District Four	Teenager	6
1948	4	Magherita	Large	Friday	19	Munich District One	Student	36
1949	2	Calzone	Small	Saturday	18	Munich District Two	Student	21
1950	3	Magherita	Medium	Sunday	14	Munich District Two	Student	29
1951	2	Veggie	Medium	Saturday	18	Munich District Two	Senior	6
1953	4	Magherita	Small	Sunday	18	Munich District Four	Student	18
1954	8	Magherita	Medium	Sunday	11	Munich District Five	Adult	5
1955	1	Magherita	Large	Sunday	17	Munich District One	Adult	10
1956	3	Speciale	Small	Wednesday	21	Munich District One	Student	5
1957	2	Salami	Medium	Saturday	13	Munich District Three	Teenager	5
1958	9	Speciale	Small	Saturday	18	Munich District Five	Student	11
1959	3	Magherita	Small	Monday	12	Munich District Four	Student	11
1960	1	Salami	Large	Friday	19	Munich District One	Teenager	12
1961	3	Magherita	Medium	Sunday	20	Munich District One	Teenager	29
1962	1	Salami	Medium	Tuesday	18	Munich District One	Adult	36
1964	2	Veggie	Large	Friday	13	Munich District One	Student	10
1965	1	Magherita	Large	Saturday	18	Munich District Two	Teenager	9
1966	2	Salami	Medium	Friday	14	Munich District One	Teenager	16
1967	1	Speciale	Small	Sunday	19	Munich District Three	Student	9
1968	1	Funghi	Large	Saturday	11	Munich District Five	Student	29
1969	3	Speciale	Small	Sunday	12	Munich District Three	Student	60
1970	2	Magherita	Small	Sunday	21	Munich District Five	Teenager	10
1971	4	Paprika	Small	Saturday	13	Munich District Four	Student	8
1972	4	Funghi	Small	Saturday	12	Munich District Two	Senior	8
1973	2	Funghi	Small	Friday	20	Munich District One	Teenager	43
1974	4	Funghi	Large	Saturday	18	Munich District Two	Student	34
1975	2	Funghi	Small	Saturday	12	Munich District Two	Student	10
1976	2	Paprika	Large	Sunday	11	Munich District Two	Student	21
1977	3	Calzone	Medium	Friday	20	Munich District Four	Student	36
1978	4	Veggie	Medium	Saturday	13	Munich District Three	Student	13
1979	4	Funghi	Small	Saturday	18	Munich District Two	Student	21
1980	2	Salami	Small	Sunday	18	Munich District One	Teenager	4
1981	1	Calzone	Large	Saturday	12	Munich District One	Student	15
1982	1	Magherita	Large	Friday	19	Munich District One	Student	36
1984	3	Salami	Medium	Wednesday	19	Munich District One	Senior	37
1985	3	Calzone	Small	Friday	18	Munich District Five	Student	24
1986	1	Salami	Small	Saturday	17	Munich District One	Student	29
1988	1	Salami	Medium	Saturday	12	Munich District Two	Teenager	9
1989	2	Funghi	Small	Saturday	13	Munich District Four	Student	10
1990	4	Speciale	Small	Thursday	19	Munich District Three	Student	5
1991	2	Speciale	Small	Sunday	13	Munich District Three	Student	28
1992	4	Salami	Large	Wednesday	21	Munich District Three	Adult	5
1993	1	Funghi	Medium	Sunday	21	Munich District One	Student	9
1994	1	Magherita	Large	Sunday	14	Munich District One	Student	11
1995	4	Magherita	Small	Saturday	11	Munich District Four	Student	49
1996	3	Salami	Large	Saturday	12	Munich District Three	Teenager	11
1997	2	Magherita	Small	Sunday	12	Munich District One	Adult	9
1998	3	Calzone	Medium	Sunday	18	Munich District One	Student	29
1999	7	Veggie	Small	Friday	19	Munich District One	Student	56
2000	2	Salami	Small	Saturday	18	Munich District Four	Teenager	10
